Sl. No.,Make,Model,Variant,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Engine_Location,Fuel_System,Fuel_Tank_Capacity_litre,Fuel_Type,Height_mm,Length_mm,Width_mm,Body_Type,Doors,City_Mileage_km_litre,Highway_Mileage_km_litre,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space_litre,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
23,Suzuki,Eeco,5 Str With Htr Cng,1196,4,4,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,40,CNG,1800,3675,1475,MPV,5,,,,20 km/kg,1030 kg,5,160 mm,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280 mm,1290 mm,155 R13 LT,155 R13 LT,,,,,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2350 mm,155 R13 LT,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400,,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,Yes,4.5,,Driver & Front Passenger,Not Applicable,Heater,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1510 kg,Driver frontal airbag,,Yes,,,1,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Suzuki,Alto K10,Lxi,998,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,14,17,24.07 km/litre,,745 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360 mm,155/65R13,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.6,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,Yes,,,,,Yes,,,1210 kg,Driver frontal airbag,,Yes,,,1,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Suzuki,Alto K10,Vxi,998,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,14,17,24.07 km/litre,,750 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,,,68PS@6200rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2360 mm,155/65R13,,Yes,CD/MP3 Player,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,Yes,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,Yes,,,,,Yes,Yes,,1210 kg,Driver frontal airbag,,Yes,Yes,Yes,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Suzuki,Alto K10,Lx,998,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,19,24.07,24.07 km/litre,,740 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360 mm,155/65R13,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.6,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,,,1210 kg,Driver frontal airbag,,Yes,,,1,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Suzuki,Alto K10,Vxi (O),998,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1460,3620,1475,Hatchback,5,14,17,24.07 km/litre,,755 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2360 mm,155/65R13,,Yes,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177,Yes,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,,Yes,,1210 kg,Driver frontal airbag,,,Yes,,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Suzuki,Alto K10,Lxi Cng (O),998,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,CNG,1475,3545,1490,Hatchback,5,,,,32.26 km/kg,740 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,,,,59PS@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2360 mm,155/65R13,,,Not on offer,,,,,Internal,177,,,Yes,,Front,,Front,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,4.6,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,1210 kg,Driver frontal airbag,,,,,1,10.0:1,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Suzuki,Alto K10,Vxi Amt (O),998,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,14,17,24.07 km/litre,,755 kg,5,160 mm,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295 mm,1290 mm,155/65R13,155/65R13,Yes,Only Front Windows,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2360 mm,155/65R13,,Yes,CD Player with USB & Aux-in,,,,,Internal,177,Yes,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,,1210 kg,Driver frontal airbag,,,Yes,,1,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Suzuki,Celerio Tour,H2,998,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,,23.1 km/litre,,830 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,155/80R13,155/80R13,Electric Power,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2425 mm,155/80R13,,,Not on offer,,Yes,2 years /40000 Kms (years/distance whichever comes first),,Manual,235,,,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,1250 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Suzuki,Celerio Tour,H2 Cng,998,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,60,CNG,1560,3695,1600,Hatchback,5,,,,31.76 km/kg,915 kg,5,165 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420 mm,1410 mm,165/70R14,165/70R14,Electric Power,All Windows,,,59bhp@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,Yes,5,Fabric,Manual,2425 mm,165/70R14,,,Not on offer,,Yes,2 years /40000 Kms (years/distance whichever comes first),,Manual,235,,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,Yes,,1350 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Hyundai,Santro,Era Mt,1086,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3 km/litre,,,5,,,,,,"1,476 (R13) mm","1,494 (R13) mm",,,Electric Power,Only Front Windows,,,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,2400 mm,,,Yes,Not on offer,,Yes,,,"With Remote, Internal",,,,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,,"With Remote, Internal",Digital,,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,,,Yes,,,,,,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,
33,Hyundai,Santro,Magna Mt,1086,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3 km/litre,,,5,,,,,,1476 mm,1494 mm,,,Electric Power,All Windows,,Remote,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,2400 mm,,,1,Not on offer,,Yes,,,"With Remote, Manual, Internal",,,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,,"With Remote, Internal",Digital,,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,,,Yes,,,,,,,Yes,,Manual Adjustment,,Yes,Yes,,,,,,,,,,,,,,,,,,,,
34,Hyundai,Santro,Magna Mt Cng,1086,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,CNG,1560,3610,1645,Hatchback,4,,,,30.48 km/kg,,5,,,,,,1476 mm,1494 mm,,,Electric Power,All Windows,,,59PS@5500RPM,99.04nm@4500RPM,Digital,Digital,Analog,Yes,5,Fabric,Manual,2400 mm,,,1,Not on offer,,Yes,,,"With Remote, Manual, Internal",,,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,,"Internal, With Remote",Digital,,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,Rake,,,,Yes,,,,,,,Yes,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,
35,Hyundai,Santro,Magna Amt,1086,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3 km/litre,,,5,,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1476 mm,1494 mm,155/80 R13,155/80 R13,Electric Power,All Windows,,,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,AMT,2400 mm,155/80 R13,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog,Yes,,Yes,,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,Driver frontal airbag,Yes,Yes,Yes,,1,,,,,,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
36,Hyundai,Santro,Sportz Mt,1086,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3 km/litre,,,5,,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,1463 mm,1481 mm,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,2400 mm,165/70 R14,,1,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1,,,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
37,Hyundai,Santro,Sportz Mt Cng,1086,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,60,CNG,1560,3610,1645,Hatchback,4,,,,30.48 km/kg,,5,,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1463 mm,1481 mm,165/70 R14,165/70 R14,Electric Power,All Windows,,,59PS@5500RPM,8.3KGM@4500rpm,Analog,Analog,Analog,Yes,5,Fabric,Manual,2400 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,Driver frontal airbag,Yes,Yes,Yes,,1,,,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
38,Hyundai,Santro,Sportz Amt,1086,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3 km/litre,,,5,,Solid Disc,Drum,Mc Pherson Struct,Coupled Torsion Beam Axle,1463 mm,1481 mm,165/70 R14,165/70 R14,Electric Power,All Windows,,Yes,69PS@5500rpm,10.1kgm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,AMT,2400 mm,165/70 R14,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,Driver frontal airbag,Yes,Yes,Yes,,1,,,,,,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
39,Hyundai,Santro,Asta Mt,1086,4,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3 km/litre,,,5,,,,,,1463 mm,1481 mm,,,Electric Power,All Windows,,Remote,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,Yes,5,Fabric,Manual,2400 mm,,,1,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, With Remote, Internal",,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,,,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2,,Yes,,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,,,,,,,,,,,,,,,,,
40,Tata,Tiago,Revotron Xe,1199,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1535,3765,1677,Hatchback,5,,,23 km/litre,,935 kg,5,,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,,,155/80 R13,155/80 R13,Electric Power,,,,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400 mm,155/80 R13,,Yes,Not on offer,,Yes,"2 Years / 75,000 KM (whichever is earlier)",,"Internal, With Remote",,,,Yes,Yes,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",,"With Remote, Internal",Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,Yes,2,,Rake,,,Rear sensors,Yes,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,
41,Tata,Tiago,Revotron Xt,1199,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23 km/litre,,930 kg,5,170 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,1400 mm,1420 mm,175/65 R14,175/65 R14,Electric Power,All Windows,,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400 mm,175/65 R14,,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"With Remote, Internal",242,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,4.9,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,
42,Tata,Tiago,Revotron Xz,1199,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23 km/litre,,930 kg,5,170 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,1400 mm,1420 mm,175/65 R14,175/65 R14,Electric Power,All Windows,,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400 mm,175/65 R14,,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"With Remote, Internal",242,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,4.9,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,
43,Tata,Tiago,Revotron Xz Plus,1199,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23 km/litre,,930 kg,5,170 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,1400 mm,1420 mm,175/65 R14,175/65 R14,Electric Power,All Windows,,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400 mm,175/65 R14,,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"With Remote, Internal",242,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,4.9,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,
44,Tata,Tiago,Revotron Xz Plus Dual Tone,1199,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23 km/litre,,930 kg,5,170 mm,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,1400 mm,1420 mm,175/65 R14,175/65 R14,Electric Power,All Windows,,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400 mm,175/65 R14,,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 75,000 KM (whichever is earlier)",Yes,"With Remote, Internal",242,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,4.9,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,
45,Tata,Tiago,Revotron Xza,1199,3,4,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,24,24 km/litre,,930 kg,5,170 mm,Solid Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,1400 mm,1420 mm,175 / 65 R14,175 / 65 R14,Electric Power,All Windows,,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,,5,Fabric,AMT,2400 mm,,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",240,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,,Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,"Normal, Eco, Sport",Yes,Yes,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,
